GEOID,bac_deg,grad_deg,hs_grad,pers_earn,life_exp,school_enroll,ahdi_health,ahdi_ed_attainment,ahdi_ed_enroll,ahdi_ed,ahdi_income,ahdi
51003010100,47.6,20.9,92.6,45449,84.3,84.9,7.624999999999998,7.406666666666667,7.1142857142857165,7.309206349206351,6.722873622303168,7.219026657169839
51003010201,50.4,23.9,94.8,42083,77.3,89.9,4.708333333333332,7.9399999999999995,8.542857142857144,8.140952380952381,6.1894056142714335,6.346230442852382
51003010202,69.5,42.4,95.9,58380,80.9,92,6.208333333333336,10.519999999999998,9.142857142857142,10.06095238095238,8.4587586990167285,8.242681471100815
51003010300,53.2,24.4,91.8,48022,81.9,83.1,6.625000000000002,7.959999999999999,6.599999999999998,7.506666666666665,7.10465921943676,7.07877529536781
51003010401,45.1,19.6,90.8,41712,80.6,65.1,6.08333333333333,7.033333333333332,1.4571428571428555,5.174603174603173,6.128014494642706,5.795317000859736
51003010402,61.7,28.4,92.2,50270,83.7,87.3,7.375000000000002,8.82,7.799999999999999,8.48,7.421835560990356,7.758945186996786
51003010500,63.1,28.6,93.3,50673,82.8,86.6,6.999999999999998,9,7.599999999999998,8.533333333333333,7.477193263530488,7.6701755322879395
51003010601,51.8,29.5,90.3,38500,79.7,64.9,5.708333333333334,8.106666666666666,1.4000000000000015,5.8711111111111105,5.572474414653805,5.717306286366083
51003010602,65.8,30.3,96.8,45683,80.2,83.6,5.916666666666668,9.526666666666666,6.742857142857142,8.598730158730158,6.758477132868178,7.091291319421668
51003010700,40.8,19.5,88.5,36280,76.7,70.8,4.458333333333335,6.586666666666666,3.085714285714285,5.419682539682539,5.160716402316115,5.012910758443996
51003010800,55.9,21.9,91.7,37215,82.6,75,6.916666666666664,7.966666666666665,4.285714285714286,6.739682539682539,5.337126792303431,6.3311586662175445
51003010901,91.2,35.8,99.5,12500,78.6,95.7,5.249999999999998,11.766666666666667,10.2,11.244444444444445,-2.2265855487854562,4.755952965219662
51003010902,62.1,40.6,87.5,3752,NA,96.8,NA,9.346666666666668,10.514285714285714,9.735873015873016,-10.569950085195156,NA
51003010903,33.3,28,73.9,2499,NA,100,NA,5.680000000000001,11.428571428571427,7.5961904761904755,-13.387482255768145,NA
51003011000,78.6,48.3,96.7,57656,86.3,90.3,8.458333333333332,11.573333333333336,8.657142857142857,10.601269841269843,8.372242314018504,9.143948496207226
51003011100,64.1,31.7,95.8,56333,80.7,94.4,6.125000000000002,9.439999999999998,9.82857142857143,9.569523809523808,8.21130256694181,7.968608792155206
51003011201,51,21.5,91.9,39931,78.5,82.6,5.208333333333334,7.626666666666667,6.4571428571428555,7.236825396825396,5.825489835428241,6.090216188528991
51003011202,68.5,37,94.7,64965,87.1,92.8,8.791666666666664,10.013333333333334,9.37142857142857,9.799365079365078,9.199717830356382,9.263583192129374
51003011301,36.9,13.3,86.5,35245,84.1,71.2,7.541666666666664,5.779999999999999,3.2000000000000006,4.92,4.960056909190278,5.807241191952315
51003011302,43.7,22.3,86.9,30723,75.5,75.1,3.958333333333333,6.86,4.314285714285713,6.011428571428571,4.00808140327104,4.659281102677648
51003011303,60.2,30.6,91.3,40788,80,64.8,5.833333333333334,8.806666666666667,1.3714285714285706,6.328253968253968,5.972710332547412,6.044765878044905
51003011400,28.1,9,85.5,32716,79,82.4,5.416666666666666,4.840000000000002,6.400000000000001,5.360000000000001,4.443834840064347,5.073500502243672
