GEOID,bac,less,tot,perc_bac
51109950100,1273,4010,5283,24.096157486276738
51109950201,1107,2903,4010,27.605985037406484
51109950202,824,2311,3135,26.283891547049443
51109950300,1791,5346,7137,25.09457755359395
51109950400,701,1612,2313,30.30696065715521
51109950500,612,3730,4342,14.094887148779364
